Name,Age,Gender,Hours_Studied,IQ,Physics_Marks,Math_Marks,Chemistry_Marks,Has_Part_Time_Job,Study_Hours_Group
Lisa Morse,22,Male,9.12582866092632,99,76,90,53,False,High
Harry Jones,44,Male,8.688020941208102,137,51,75,41,True,High
Thomas Sanders,38,Female,6.445678996597515,84,83,97,92,True,High
David Turner,42,Female,8.074039467761601,108,74,46,83,True,High
Jessica Griffin,21,Male,4.711544847445465,81,41,41,86,True,Low
Jeffrey Scott,45,Female,4.106911938153953,102,48,93,64,True,Low
David Morales,31,Female,4.396156596853509,121,78,55,87,False,Low
Sarah Day,35,Male,4.897327598402445,87,70,60,74,True,Low
Linda Anderson,35,Male,6.670540732211446,143,90,76,48,True,High
Julie Smith,23,Female,3.6870395607308852,96,90,66,55,True,Low
Zachary Scott,26,Female,8.117315946819746,88,82,59,53,True,High
Stephen Walker,44,Female,2.8087197231145073,121,66,84,55,False,Low
Natasha Clayton,20,Male,2.9453892207285133,135,75,43,45,False,Low
Charles Weber,22,Female,3.8458566904876488,93,65,91,86,False,Low
Brandy Parks,32,Male,4.82812349918475,113,67,56,43,True,Low
Mr. John Mullins DDS,30,Female,1.3271454356868055,122,53,88,49,True,Low
Emily Gomez,26,Female,5.788872043647173,130,90,94,54,False,High
Angela Hill,33,Male,5.476791048267305,87,80,47,88,False,High
Alejandro Ford,24,Female,1.5530335204475894,103,57,48,93,False,Low
Amanda Rivera,28,Female,3.431546338226382,102,73,99,42,False,Low
Peter Ellis,38,Female,5.687526808047453,92,79,76,62,True,High
Jesse Jones,28,Male,4.758737491765609,117,79,74,99,False,Low
Kayla Williams,35,Male,9.991576170509308,97,49,56,56,True,High
Joseph Atkinson,38,Female,4.267667588261531,146,86,82,41,True,Low
Francisco Arnold,27,Female,4.526499059088177,136,97,51,44,False,Low
Michael Farrell,27,Male,5.066807976848819,122,82,95,46,True,High
Jeremy Williams,39,Female,4.0958979034250875,134,40,74,41,False,Low
Jessica Lee,37,Male,1.6830010282022234,132,46,58,75,True,Low
Morgan Gonzalez,23,Male,8.986752430896189,141,73,73,45,False,High
Brandon Castillo,26,Female,7.496191219018404,124,46,74,44,False,High
Angela Hopkins,21,Female,3.2683932757929757,92,47,65,82,True,Low
Paul Keller,34,Male,3.945736276243162,80,92,53,88,False,Low
Elizabeth Thornton,39,Male,9.247854695952535,113,75,80,81,False,High
Anthony Joseph,26,Female,1.6928741927057434,136,51,50,86,False,Low
Daniel Moore,43,Female,7.598537164403932,86,91,82,68,False,High
Crystal Hayes,43,Female,8.23517406383188,101,84,45,81,True,High
Erica George,40,Male,4.583807959654715,142,60,75,47,False,Low
Gina Phillips,38,Male,9.004729771261207,148,70,81,99,True,High
Brittany Huff,34,Female,1.3938117952063636,135,89,80,90,True,Low
Heather Cochran,36,Male,6.187465868607953,90,81,99,94,True,High
Kenneth Singleton,35,Female,3.3380500806436553,91,64,79,48,True,Low
Daniel Page,38,Female,8.139227763035809,144,54,91,98,False,High
Richard Sims,24,Female,9.314645307205963,94,41,72,56,False,High
Denise Rivera,41,Female,8.568581212629951,129,94,43,98,False,High
Jennifer Bailey,43,Male,7.047950921705921,137,94,75,71,True,High
Andrea Velazquez,21,Female,9.075934269521078,144,98,44,57,True,High
Travis Gomez,26,Male,9.177026893253496,112,53,94,54,False,High
Dwayne Decker,35,Female,3.789247995245462,149,88,56,73,False,Low
Isaac Brown,33,Male,2.05065971394953,120,69,60,67,True,Low
Jennifer Burton,25,Female,1.5737978961200039,93,54,88,44,True,Low
Megan Miller,32,Female,7.579973422890435,147,64,42,42,False,High
Ryan Thompson,23,Male,5.49481563275421,87,90,99,85,True,High
Julie Elliott,19,Male,8.358005128867575,120,80,54,88,True,High
Melissa Mitchell,40,Male,5.541872123088349,86,45,72,93,True,High
Allison Sharp,38,Female,1.0811362684898431,124,49,91,87,True,Low
Megan Castro,37,Male,7.881378639030812,141,89,90,80,True,High
Michelle Clarke,42,Male,5.294723097265035,107,41,47,99,True,High
Melanie Smith,38,Female,5.240041792677919,85,93,72,45,True,High
Hannah Lewis,30,Female,3.911853116149227,128,67,54,85,True,Low
Ricky Leblanc,22,Female,3.8677891853967226,136,54,93,41,False,Low
Warren Graham,27,Male,5.279370506808825,80,77,79,81,False,High
Ariana Butler,32,Female,6.089764621255902,140,44,75,89,False,High
Nicholas Sosa,29,Male,6.557081407039706,148,81,92,68,False,High
Stephen Kim,37,Female,2.5863196684333865,86,51,43,95,False,Low
Scott Green,45,Female,7.084280143055182,104,64,67,82,False,High
Natasha Dominguez,34,Male,2.1478064942088193,118,64,48,85,False,Low
Jeffrey Rojas,45,Male,8.78405329100119,83,84,62,89,False,High
Allen Anderson,28,Female,5.254804433157293,119,65,96,84,False,High
Mary Jones,24,Male,4.026321625664422,112,73,81,51,True,Low
Victoria Johnson,40,Female,4.362145645449087,114,47,75,65,True,Low
Julie Robertson,28,Male,3.871199646938386,96,44,76,51,True,Low
Molly Davidson,21,Male,5.875198570937071,133,94,65,90,True,High
Nicholas Flores,34,Male,7.551829239231282,141,77,57,43,False,High
Derek Hansen,42,Male,5.103178940932987,148,98,61,76,True,High
Robert Cook,45,Female,7.847285773283416,106,90,47,55,True,High
Jessica Roberts,34,Male,4.014188169629566,112,57,76,99,False,Low
Hannah Johnson,30,Female,6.91397593353248,128,62,56,71,False,High
James Williams,31,Female,5.5990348036684905,108,52,70,65,True,High
Stephen Wilson,18,Male,4.339278732235828,91,52,74,100,False,Low
Mr. David Mcdaniel Jr.,20,Male,6.993129064883798,139,59,43,68,True,High
Derek Vargas,20,Female,8.81812362989783,123,84,63,61,False,High
Gregory Ruiz,19,Male,2.009555478348253,108,100,65,88,True,Low
Barbara Foster,24,Female,2.1241895433914757,115,82,79,51,True,Low
Michelle Smith,30,Male,6.9555254809010165,124,99,75,61,False,High
Anthony Thompson,24,Female,8.234029266275597,144,55,44,94,False,High
Darlene Craig,24,Male,2.2524044875765155,146,55,75,60,False,Low
Jason Nelson,40,Male,6.144269919157543,94,98,48,48,False,High
Susan Clarke,34,Male,7.437555929011917,114,75,52,51,True,High
James Vargas,19,Female,4.941156154221405,98,61,71,66,False,Low
Carrie Weber,18,Female,8.450105888313217,144,74,89,78,True,High
Donna Brown,33,Female,1.6106215705723717,135,92,42,65,True,Low
Christopher Brown,42,Male,2.5481986211262715,98,100,57,45,True,Low
Deanna Williams,29,Male,5.320914494011928,104,42,74,73,True,High
Bryan Duran,22,Female,6.31544907981142,125,87,96,41,False,High
David Howard,18,Female,5.418796935698489,130,68,43,81,True,High
Kaitlin West,37,Female,9.844052652652314,139,60,71,53,False,High
Kristy Russell,44,Male,8.254165271752184,94,76,75,59,False,High
Robert Watson,27,Female,3.2467333789969937,117,50,69,45,True,Low
Julie Gibbs,37,Female,6.664976405226725,122,71,41,81,False,High
Veronica Friedman,40,Male,8.353183524938128,120,96,44,58,False,High
Paul Randall,27,Male,4.141285717130053,105,75,41,96,True,Low
James Smith,45,Female,8.979034374418502,121,78,83,40,False,High
Donald Turner,34,Female,6.0320273017140655,146,76,52,66,True,High
Mary Mckee,19,Female,4.887188392605884,91,57,41,62,True,Low
Judy Davis,18,Male,7.222333351280587,150,48,42,94,False,High
Jean Jones,22,Female,6.528925586942392,125,56,54,76,False,High
Melissa Williams,30,Female,9.761012427258319,144,76,75,74,False,High
Robert Herrera,20,Female,1.5535343077769304,112,83,88,84,False,Low
Mr. Carl Thompson,28,Male,8.754563235015482,139,100,58,98,True,High
Michael Gonzalez,30,Male,4.4632928672600904,125,55,98,59,False,Low
Jeffery Moore,40,Male,7.559128322802189,129,68,76,51,True,High
Nicholas Dawson,31,Male,8.780807979494664,149,42,60,97,False,High
Tara Martinez,20,Female,1.3123470914128248,138,59,99,43,True,Low
Patricia Wells,24,Female,5.461549596213283,111,84,87,73,False,High
Robert Lester,19,Female,5.580874827193311,149,77,71,47,False,High
Erin Andrade,34,Female,1.5916735805937456,92,92,57,53,False,Low
Michael Becker,19,Female,5.371253533109555,95,68,79,63,False,High
Eric Wagner,33,Male,9.756409190424687,146,46,89,90,False,High
Kimberly Rodriguez,37,Female,7.1501406327589985,123,49,87,56,False,High
Kevin Thomas,23,Male,7.276014358381738,144,88,80,86,False,High
Phyllis Walter,44,Female,2.247348927043612,113,56,82,54,True,Low
Mark Barnett,39,Male,7.5446337875025264,104,61,49,45,True,High
Jessica Baird,33,Female,7.836413292166023,94,77,70,86,True,High
Wanda Morris,28,Female,3.695342076726955,124,80,92,68,False,Low
Beverly Welch,27,Female,3.366009690593749,143,96,95,54,True,Low
Shelly Frost,19,Male,1.848526230851514,114,76,51,59,False,Low
Erin Thomas,36,Male,3.0631012766575294,120,81,87,49,True,Low
Kevin Lee,39,Female,1.3370277457529987,115,72,69,59,False,Low
Daniel Bentley,29,Female,2.5733216098616194,141,50,97,46,False,Low
Mary Ruiz,42,Female,6.744725341658351,138,87,99,87,False,High
Adam Villegas,22,Male,9.503324229505637,92,98,63,81,True,High
Larry Jones,22,Female,5.998056075934032,138,64,68,65,True,High
Lisa Moore,33,Female,8.911404299245312,140,52,88,56,False,High
James Rush,30,Male,1.6700637094730189,85,42,85,63,False,Low
Douglas Hunt,25,Female,1.5280267200288593,123,72,92,68,True,Low
Austin Riley,40,Female,6.9444552397669375,114,79,76,79,False,High
Jonathan Baldwin,36,Female,9.88800871154542,150,74,54,88,False,High
Jennifer Sandoval,44,Male,6.003558668199188,118,81,89,91,False,High
Sarah Smith,40,Male,3.4010620150942787,133,47,89,77,True,Low
Joe Freeman,29,Male,1.0130767395223268,142,44,99,44,False,Low
Amy Warren,39,Female,9.351642124109716,91,55,87,51,False,High
Mary Jones,42,Male,1.513506949822811,98,90,93,96,False,Low
Tanya Lee,21,Male,1.3641366671781618,114,45,49,84,True,Low
Jonathan Richardson,43,Female,3.7182050116151486,105,80,94,84,True,Low
Angela Jones,24,Female,7.110516049378822,104,53,50,51,True,High
Susan Jones,28,Male,5.065458675466333,102,67,86,100,False,High
Brian Ingram,22,Female,3.3805929545755733,128,59,55,92,True,Low
Samantha Lester,30,Male,7.916497941343972,140,92,54,59,True,High
James Hanson,22,Male,1.1084163849397046,143,88,89,88,False,Low
Donald Le,21,Female,3.371546711622405,123,52,56,69,False,Low
Francisco Parsons,37,Female,6.257856157756535,117,96,98,98,False,High
Cheryl Gardner,33,Female,9.312383714131643,140,96,58,67,False,High
Courtney Edwards,28,Male,5.588732798643191,128,99,58,89,True,High
Stephen Ramirez,22,Female,3.3065776762885988,147,91,61,84,False,Low
Rebekah Spencer,19,Male,9.795903756481568,111,45,41,57,False,High
Daniel Hill,24,Male,2.260405131906964,128,76,60,84,False,Low
Michele Sanford,18,Female,2.133950713148112,144,97,94,69,True,Low
Todd Stewart,35,Male,8.123284597521534,125,92,90,92,True,High
Michael Swanson,27,Female,7.031096988004388,147,83,75,45,False,High
James Miller MD,29,Female,9.256299036380007,115,44,52,99,False,High
Willie Jenkins,44,Female,2.0999538826810595,104,61,97,84,False,Low
Jodi Phelps,30,Male,6.855803330349012,90,93,74,66,False,High
Carol Martin MD,42,Male,4.00031904734691,95,53,53,99,True,Low
Jennifer Hall,28,Male,5.728543278688546,113,86,72,76,True,High
James Richardson,43,Male,6.246823070560774,124,48,55,77,True,High
Charles Bishop MD,36,Female,5.405497942954638,149,98,54,62,True,High
Marcus Black,20,Male,9.010636646070584,129,86,89,51,True,High
Jennifer Pearson,44,Female,5.799990909606894,88,51,58,72,True,High
David Hanna,19,Male,7.07786749921454,121,53,83,68,True,High
William Farrell,36,Female,4.174325073647225,91,95,51,52,False,Low
Adam Craig,28,Male,7.6452169133265855,91,71,75,60,False,High
Steven Davies,18,Male,3.2099269217767032,109,69,73,69,False,Low
Heather Henderson,35,Male,6.327952807409951,83,47,56,90,True,High
Jennifer Johnson,40,Female,4.4337035286480715,108,78,61,83,False,Low
Tanya Long,20,Female,5.739087674566218,83,98,53,70,False,High
Kevin Spencer,34,Female,8.326393199474603,149,100,72,41,True,High
Brandon Yang,30,Female,5.642741006361123,149,99,68,57,True,High
Lisa Ferguson,22,Male,8.845747156444688,133,46,95,41,False,High
Ashley Burnett,22,Male,7.031745587105733,128,41,51,94,False,High
Monica Ward,29,Male,3.3760999065035744,104,61,46,70,True,Low
Kathleen Jones,32,Female,6.07655211486375,131,68,72,43,False,High
George Acosta,32,Male,1.553399525054993,109,40,48,63,True,Low
Jennifer Luna,42,Male,9.706271006377758,100,86,83,55,True,High
Catherine Le,20,Female,1.9775927032901661,127,94,43,57,False,Low
Jose Wong,34,Male,6.570240427720382,112,53,66,49,False,High
Tammy Glass,37,Male,2.1586379576882737,111,95,57,40,False,Low
Kristopher Hurst,22,Male,1.81044813260496,127,93,83,44,True,Low
Veronica Burton,30,Male,5.383687703307867,125,48,82,97,True,High
Mrs. Sarah Beard PhD,24,Female,4.028241778933823,97,52,48,52,False,Low
Howard Lopez,43,Female,6.440435814928653,104,46,85,61,True,High
Laura Myers,27,Male,4.116212802387037,80,58,60,55,True,Low
Lauren Rivera,45,Male,1.7293239871556074,92,89,73,88,False,Low
Nicholas Rodriguez,36,Male,1.991521918027076,146,75,83,44,True,Low
Arthur Mason,23,Male,5.260690273846224,147,51,47,78,False,High
Bruce Gross,25,Male,5.187916269197413,125,55,85,50,False,High
David Vaughn,40,Male,1.7442410697824602,90,96,63,83,False,Low
Alexandra Cook,31,Female,5.976520451822186,146,56,92,62,True,High
Carl Martin,43,Male,4.272283536422998,137,87,85,61,False,Low
Stephen Smith,35,Female,9.004887031995924,145,66,68,44,True,High
Christina Sawyer,43,Female,8.569426743908274,128,78,63,65,True,High
John Guerra,37,Female,3.410887216103037,132,63,92,74,True,Low
Elizabeth Christian,45,Female,7.763822472386216,87,75,55,60,False,High
Maria Smith,18,Male,1.910517306059535,94,83,96,48,False,Low
Charlene Shaffer,41,Male,4.131987794577679,134,93,75,41,True,Low
Ronald Anthony,36,Female,7.08883639891262,102,65,45,94,False,High
Ian Young,43,Male,7.165192041140341,145,75,84,41,True,High
Julie Wilkinson,18,Male,2.415170578984265,139,75,57,94,False,Low
John Hale,35,Female,5.5810761328617335,129,45,70,76,True,High
Kimberly Ware,22,Male,7.020033708344475,143,85,45,79,True,High
Kevin Ellis,45,Female,7.422599551876041,102,76,57,90,True,High
Leah Dennis,41,Female,8.404961048793659,95,54,83,98,False,High
Jeffrey Flynn,29,Female,2.6882943232760734,95,90,45,48,True,Low
Gregory Banks Jr.,35,Female,4.653531832810198,142,69,98,71,False,Low
Joseph Garcia,45,Female,9.67354620860166,132,73,57,69,False,High
Janice Hardy,38,Female,6.608928896370324,142,52,86,65,False,High
Megan Davis,37,Female,3.7759265982574686,149,98,46,82,False,Low
Sarah Kim,41,Male,8.934026720366038,88,79,73,68,False,High
Michelle Ramos,41,Female,3.1462067203178936,129,57,47,90,True,Low
Angela Barber,30,Female,5.856050842731641,138,92,53,53,True,High
Patricia Sanchez,38,Male,7.954634217127856,128,87,41,85,True,High
Charles Cline,43,Male,2.874165639541166,94,63,72,51,False,Low
Jennifer Smith,31,Male,4.070525285552456,148,91,98,51,True,Low
Steven Woodard,28,Male,8.52425118430528,109,56,80,50,False,High
Jennifer Weber,29,Male,1.3805995555604134,123,55,49,93,False,Low
Joshua Scott,32,Male,3.911415105735331,123,71,67,71,False,Low
Lisa Smith,28,Male,3.9779225448035502,98,57,43,48,True,Low
Jasmine Sanchez,29,Female,8.047278454077759,89,60,69,74,True,High
Christopher Wallace,38,Male,8.961653051500623,102,51,48,65,True,High
Carol Young,36,Female,4.963492432886023,119,52,59,69,False,Low
Heather Miller,45,Female,8.210502665134165,139,89,89,69,True,High
Blake Webb,34,Female,9.921535252121512,122,48,79,75,True,High
Robert Drake,25,Female,2.134088547951682,93,61,92,80,True,Low
Barbara Cox,31,Female,7.327840450952431,96,66,91,71,False,High
Gina Mcmillan,28,Male,7.503111733688619,95,89,57,71,True,High
George Horton,33,Female,9.053229332625254,111,56,98,94,False,High
Christian Brown,34,Male,2.6410144183296773,129,89,54,62,False,Low
Stacy Williams,42,Female,7.744660834015302,110,77,48,64,False,High
John Hunt,40,Male,4.437129246273833,110,92,85,46,False,Low
Collin Carlson,25,Female,8.063446985957247,149,79,47,54,False,High
Chase Anthony,44,Male,9.286247306848418,109,54,97,67,True,High
Amy Snyder,43,Male,9.501235178118122,140,48,88,87,True,High
Stephen Gonzalez,18,Female,2.288196713000109,143,87,48,94,True,Low
Jessica Odom,41,Male,4.622075848878988,135,75,54,72,False,Low
Shawn Huang,20,Female,9.678186273589278,90,91,61,65,True,High
Austin Yates,44,Male,3.234328464172876,105,81,53,59,False,Low
Diana Jenkins,42,Male,8.392425614941418,136,54,60,81,True,High
Shelby Bennett,23,Female,5.874226460275935,120,51,62,48,False,High
Derek Hanson,25,Female,4.138679408855142,135,41,52,69,True,Low
Glenn Nguyen,36,Female,5.578284281096134,125,43,62,88,True,High
Christopher Nielsen,22,Female,7.481391799687796,138,80,42,53,True,High
Keith Chandler,20,Male,2.463752769156566,136,78,74,53,False,Low
Richard Williams,27,Female,3.299117920012196,131,57,94,68,False,Low
Alexandria Hayes,36,Male,3.982326461319228,138,61,57,57,True,Low
Jesse Johnson,29,Male,7.6528756268433415,129,49,62,98,True,High
Karen Payne,26,Female,8.902452071019972,86,88,95,89,True,High
Peter Whitehead,19,Male,5.968502264647313,120,93,52,44,True,High
Mark Washington,37,Female,9.79513626718503,145,48,47,65,False,High
Brian Cobb,24,Male,9.397743783427188,81,47,61,50,False,High
Joseph Case,37,Male,6.04315668852242,88,94,71,75,False,High
Katherine Sanford,21,Male,4.505112229656214,120,92,78,91,True,Low
Jeremy Brooks,31,Female,3.1676701918723973,95,59,83,43,False,Low
David Johnson,45,Female,3.917609482979689,94,56,61,68,True,Low
Jasmin Hernandez,24,Female,2.4242155837781034,88,49,91,59,False,Low
Samuel Stewart,19,Male,4.61772420095318,126,53,81,91,False,Low
Anna Navarro,34,Female,2.5270286498556214,123,79,68,65,True,Low
Albert Hammond,23,Male,9.007318785921083,125,91,69,70,False,High
Maureen Rangel,36,Male,3.136546284164528,85,65,52,69,False,Low
Brett Smith,18,Male,4.719777233955043,102,52,94,89,True,Low
Adrian Woodward,39,Male,5.803144889495371,140,100,83,95,False,High
Kevin Wilson,31,Female,2.95698673935886,100,91,88,63,True,Low
Mrs. Jacqueline Horne DVM,39,Female,3.2248450422000605,88,46,55,45,True,Low
Heather Nelson MD,35,Female,1.0951861074392863,113,76,87,81,False,Low
Nicholas Joseph,41,Male,6.321802914638969,85,98,44,59,True,High
Tammy Campbell,36,Male,6.151542126613204,138,84,75,56,True,High
Steven Barrett,19,Male,4.862365805403546,82,70,68,84,False,Low
Crystal Cline,19,Female,8.704226344576657,93,51,77,77,False,High
Kathleen Wilcox,27,Male,2.6753923202462007,145,76,44,54,False,Low
Briana Beasley,41,Female,3.512993224887017,91,95,41,98,True,Low
Cynthia Nunez,28,Female,2.7530946084794703,103,73,96,88,True,Low
Carol Diaz,31,Female,4.233646057399092,122,77,86,93,True,Low
Melissa Sexton,42,Male,2.6619389796289847,143,81,73,69,False,Low
David Huber,37,Female,8.355212541110516,150,92,68,81,False,High
Elaine Garner,34,Female,5.38680258765396,88,41,86,88,False,High
Tammy Rosario,21,Female,2.322040513231761,80,76,44,57,True,Low
Nancy Aguirre,29,Male,2.183263769003373,116,54,84,100,True,Low
Deanna Martin,41,Female,1.8100822344157796,145,67,78,97,True,Low
Mr. Jeffery Smith,43,Male,4.796150028298857,106,43,50,95,True,Low
Colton Kennedy,20,Female,7.687456828276537,111,75,88,66,False,High
Patrick Herman,21,Female,7.9756679246193,123,50,72,51,True,High
Allen Murray,19,Female,2.40943249988368,92,78,45,69,True,Low
Hannah Johnson,26,Male,4.006564115747368,131,93,64,53,False,Low
Brenda Moon,43,Female,3.261311870623802,142,83,80,51,False,Low
Amanda Pineda,45,Male,1.1100853207588153,82,94,96,71,True,Low
Stephanie Daniels,41,Female,5.3914322844602625,141,59,57,48,False,High
Anthony Sandoval,22,Male,2.6274450214230445,131,50,57,63,True,Low
Ashley Frank,31,Male,7.955944501552703,128,69,44,46,True,High
Robert Nichols,45,Male,5.084252904682503,137,62,84,46,True,High
John Holland,24,Male,5.760986813753369,94,71,64,55,True,High
Stephen Prince,21,Male,8.035814339763824,106,53,95,58,False,High
Walter Luna,18,Male,1.4968216608934342,137,57,63,83,False,Low
Glenn Campbell,18,Female,5.851334019949743,127,71,53,91,True,High
Marcus Lowe,38,Female,8.02242231963011,80,58,70,98,False,High
Dennis Lara,43,Female,1.143772793835177,102,75,50,51,False,Low
Adam Lindsey,32,Male,1.8705643318934686,136,45,65,68,False,Low
Amanda Carr,41,Male,2.701605515899842,83,90,65,49,True,Low
Johnny Kirk,33,Female,1.9622255147974215,104,60,74,68,False,Low
Kenneth Murphy,18,Male,7.037431858479807,140,89,89,60,False,High
Tracy Murillo,23,Male,5.697549724185169,88,60,76,99,False,High
Sheri Hill,41,Female,7.4606679492904275,94,90,75,91,True,High
Chad Sellers,24,Male,9.52332990378645,103,53,49,92,True,High
Timothy Brown,20,Male,1.6967750430782784,144,98,72,89,True,Low
Miranda Warren,27,Female,9.604173344025964,99,47,78,58,False,High
Jennifer Dougherty,22,Male,9.950548343514093,105,62,88,56,True,High
Jeffrey Bryant,29,Female,1.4062795939128079,128,56,79,60,True,Low
Amber Owens,29,Female,2.1393062434640275,124,89,77,97,False,Low
Jennifer Reyes,28,Female,9.428933351439095,149,98,87,42,True,High
Michael Mclaughlin,40,Male,9.564483668083748,130,91,46,73,True,High
Mrs. Rose Hernandez,27,Male,5.695459111803248,110,44,72,72,False,High
Richard House,25,Female,4.42919495653959,139,75,65,49,False,Low
Jennifer Smith,20,Male,2.4051921177648325,93,61,68,71,True,Low
Michael Fields,36,Male,6.1101169968171964,82,91,83,41,True,High
Angela Flores,37,Male,5.390666455574805,104,99,55,71,True,High
Albert Hayes,33,Male,9.141529060985757,128,63,87,58,False,High
Mindy Parker,20,Female,2.0882372385383237,128,71,56,41,False,Low
Rebecca Hatfield,35,Female,4.353925102192898,111,44,42,59,False,Low
James Morrow,28,Male,8.993499268421637,111,94,91,82,True,High
Drew Bailey,18,Female,9.792427648165877,147,75,62,89,True,High
Joshua Davis,21,Male,1.0744216520194563,117,100,47,95,True,Low
Pamela Williamson,39,Male,5.1459517541408255,121,53,71,71,True,High
Autumn Burns,25,Male,7.458564221355022,132,40,78,58,True,High
Charles Richardson,23,Female,1.9401330284564475,97,92,81,78,False,Low
Jamie Mckenzie,34,Female,1.8879431433912202,91,99,97,64,False,Low
Brenda Doyle,32,Female,1.0496550519570482,95,69,90,84,False,Low
David Davis,31,Male,9.459078169416006,115,80,67,54,True,High
James Owens,38,Male,8.851662162836089,117,73,70,64,True,High
Lori Mccarthy,18,Female,5.077190726819094,80,98,62,95,False,High
Stephanie Collier,31,Male,7.7408211985130855,111,85,55,80,True,High
Travis Jones,43,Female,6.022457099426177,100,47,42,68,False,High
Brandy Flores,18,Male,3.4424640042461045,150,51,72,72,False,Low
William Branch,31,Male,9.181951963557056,86,45,71,54,False,High
Laurie Johnson,23,Male,4.906162469075145,138,85,87,71,True,Low
Allison Johnson,45,Male,6.306991334093226,111,79,75,89,True,High
Erin Hernandez,32,Female,1.1859922888763599,93,76,67,53,False,Low
Michelle Hayes,34,Female,4.18081021577608,125,63,90,76,False,Low
Samuel Castro,45,Female,9.946694553660828,119,88,46,60,True,High
Jeffery Morris,35,Male,2.546361168035384,93,46,100,89,False,Low
Melissa Abbott,44,Female,1.8464354129815745,148,97,82,87,False,Low
Martin Sims,31,Male,1.2991046981640608,99,77,56,100,False,Low
Rebecca Waters,21,Male,4.693781310506145,132,94,84,55,True,Low
Leslie Lucas,20,Male,6.474226977059642,82,52,65,92,True,High
Barry Russell,19,Male,1.6095104733351933,141,65,40,85,True,Low
Deborah Anderson PhD,24,Male,1.1406960523317653,121,92,67,44,True,Low
Mr. Jerry Garner,20,Male,5.38485749328237,143,96,47,63,False,High
Ronald Campbell,32,Male,8.560804252606951,126,63,72,46,False,High
Miguel Christensen,18,Male,2.077188688572834,104,68,92,55,False,Low
Nathaniel Gomez,19,Male,6.530875272416447,90,66,58,93,True,High
Toni Neal,22,Female,1.1592929698539982,116,64,52,63,True,Low
Aaron Leblanc,28,Male,5.359542881075954,110,75,66,40,False,High
Michael Hayes,26,Female,5.367446934063624,121,75,44,58,False,High
William Young,33,Male,8.520507878914307,88,97,45,42,True,High
Amy Johnson,24,Male,1.7849586466752774,149,40,42,63,True,Low
James Miller,44,Female,5.999634022288951,93,65,72,84,True,High
Patty Ryan,37,Female,9.232815042825555,118,60,41,57,False,High
Mason Sims,21,Female,2.139243053944172,148,58,89,61,True,Low
Shawn Chen,27,Male,3.117390661716154,141,42,72,83,False,Low
Angela Williams,21,Female,9.439410236230682,147,67,60,97,True,High
Brittany Fernandez,38,Female,2.009343424861927,146,88,71,55,False,Low
Michele Davis,25,Female,2.2406977335890077,141,62,41,72,False,Low
Kaitlyn Warner,38,Male,6.197879950722306,149,69,80,84,False,High
Amanda Conway,19,Female,3.1731750541417125,93,48,74,92,True,Low
Danielle Davis,40,Female,9.14263051355122,118,71,67,69,False,High
Lisa Logan,38,Male,5.9016083484357855,110,42,77,58,True,High
Phillip Beck,36,Female,3.0445461861492618,84,40,97,79,True,Low
Christina Smith,23,Male,7.054410871510482,145,80,74,44,True,High
Lauren Travis,21,Male,7.1585875077237535,122,68,77,92,False,High
Christina Lewis,42,Female,3.319659819658898,137,53,55,52,False,Low
Garrett Ayala,45,Male,8.001600219568456,115,61,66,65,False,High
David Shepard,34,Male,5.576613202839324,112,43,50,57,True,High
Crystal Guzman,34,Female,5.173651686786029,115,51,72,68,True,High
Ashley Hanna,31,Female,4.11491083564516,101,81,89,52,True,Low
Kyle Thompson,37,Male,2.4701614194028743,144,77,68,93,False,Low
Isaac Williams,22,Male,1.7425445644627673,97,63,47,59,False,Low
Shaun Marshall,25,Female,3.085631484126658,90,71,90,84,True,Low
Janet Tran,35,Female,3.356847718579923,111,46,56,63,True,Low
Catherine James,24,Male,9.18315760551603,94,80,57,66,True,High
Brittany Ortega,33,Male,9.07827548404675,90,61,40,82,True,High
Julie Myers,22,Male,7.5475859714324445,80,84,90,51,False,High
Cynthia Carter,32,Male,5.982983214112407,112,64,53,92,True,High
Brad Cochran,44,Male,4.643239732604387,148,97,73,45,True,Low
William Luna,45,Male,7.835482706323597,126,93,41,65,False,High
David Garrison,36,Female,8.66478963450276,88,73,78,61,False,High
Traci Conley,24,Female,5.587879858445737,100,82,65,76,False,High
Kelly Pierce,41,Male,4.605652314670252,104,89,59,94,True,Low
Joshua Wilson,45,Male,9.831330217875463,81,71,42,54,True,High
Brenda Powell MD,21,Male,4.206002482914262,91,76,88,78,False,Low
Caitlin Brown,18,Female,9.122697974459307,106,100,75,69,True,High
Tammy Wood,18,Female,4.695509614216406,84,45,70,47,False,Low
Laura Greer,22,Female,1.5890881114090627,94,78,68,80,False,Low
Rachel Knapp,30,Male,5.9217238618233985,127,52,98,56,False,High
Jordan Tran,29,Male,4.729284922734589,80,98,85,84,True,Low
Emily Shaw,28,Female,6.049867067057861,150,69,94,51,True,High
Justin Campbell,36,Female,9.303151343756305,129,78,59,58,False,High
Stephen Moore,45,Female,7.551177762233068,148,80,74,89,True,High
Bradley Miller,34,Male,4.594456337009795,141,65,63,50,True,Low
Sierra Bowers,27,Male,3.6456592816391673,132,72,49,74,True,Low
John Mendoza,26,Male,3.5095676581202246,85,46,91,56,True,Low
Mr. Matthew Jackson,45,Female,8.27739929739845,90,65,86,51,True,High
Matthew Mathews,36,Male,7.55420881993464,108,69,67,98,False,High
